SOURCE,PATH,PURPOSE,CURRENT_CANONICAL_EQUIVALENT,UNIQUE_VALUE,RUNTIME_RELEVANCE,PROVENANCE_RELEVANCE,DECISION,EVIDENCE,SHA256
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\APPLY-E6-WORKFLOW-READ-AND-NUMERIC-GUARDS.ps1,Historical installation/migration procedure,canonical/lib/workflowEngine.ts + lib/intelligence/workflow-governance.ts,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,1aa19ecd97edbaceb7b329d0be7b013fcb0ca63395f50107e3242316ac59dfd1
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-evaluation-governance.ps1,Historical installation/migration procedure,"Current canonical source, tests, and evidence estate",Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,d003d5fb8bdf9e99f884ebcc31e7ca9f892adbb886db83a30ca87bb2cc90161b
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-gels-label-readiness.ps1,Historical installation/migration procedure,lib/intelligence/gels-label-readiness.ts,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,c94af54f6a61830c9c08dc53df8d45c0d9bfac4ab94fe9aa513c11212495428e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\APPLY-GL-002-MAIN-BRAIN.ps1,Cognitive/brain capability,brain.py + tests/test_c5_canonical_growth.py,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,1f104badd225ceffbaa69905803a82c947ee7b0b59258d23239b922f1a6cf30d
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\APPLY-LEGACY-PACKAGE-JSON-RECOVERY.ps1,Historical installation/migration procedure,current package.json/tsconfig and application runtime,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,759ba45ed8af229b4eda3dcf6e13a924473f62606a5c0daaa86e25e555a5b3b6
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\APPLY-LEGACY-ROUTE-QUARANTINE-AND-RUNTIME-BOUNDARY.ps1,Historical installation/migration procedure,current package.json/tsconfig and application runtime,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,a02bb0b9e597187faae961c8400e76014504f62857f49dc8dbccf0973fe27f08
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\APPLY-LEGACY-TSCONFIG-RECOVERY-ONLY.ps1,Historical installation/migration procedure,current package.json/tsconfig and application runtime,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,e08ba55af7097299c36983d20672c4d985527cf7f9939d1630bf4c38f03d5e7e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-mastermind-evidence-authority.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,6e0de0c3806a1bff9866bcf210b49c0da6298ef9cbdcbb5c057abc5bf47f98d1
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-official-evidence-gate.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,2beb435f617c80ae33d69ca33d61f41a4d6a81b4ddf613617c1a37283da8277f
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-official-evidence-registry.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,3de104760e0be2a988b86740854ad2318732988ff4aa0ce81fa403952214dbce
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-official-evidence-review-api.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,94f6c246bb2bafe8b9d475a30aeede26da6f2c2773332a579364962d42abc43f
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-persisted-evidence-decision.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,d75e9b19c819ed59b5c821d5a62ffb51d1d262b572af013f06b8571e1b48ed17
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-production-auth.ps1,Historical installation/migration procedure,current authentication implementation and authorization tests,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,0f8b3b18054fc9b9bab40bf020ec56625f94812838a1b26dd0a64782c724b608
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-production-readiness-gate.ps1,Historical installation/migration procedure,current build/runtime validation gates,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,bdd796c1532cb5cd581620ea93cbd09b2bbf38fc8b34ee2d026cb875165df6d8
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-task-orchestration-core.ps1,Historical installation/migration procedure,src/raios/orchestration,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,4c01126609f3a73ba3ea63827f8e0f4726abdf2b54717efbaee46d58c1694ce5
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-training-factory.ps1,Historical installation/migration procedure,src/raios/factory_fabric,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,a69152e8fa848108cb8991cae592169cabd462b36f3bcbef09b1772a948d0e2a
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\apply-wave-3-2-adversarial-safety.ps1,Historical installation/migration procedure,tests/a2a + governed security gates,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,180cbeeda12873dd887ba442e34246cfb51f84161e03ea2514c2f92604637280
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\BUILD-ARCHIVE-ESTATE-MASTER-INDEX-WAVE-01.ps1,Historical installation/migration procedure,.ai-os/reports/archive-estate current master index,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,69ebcd9ffbd23a3659f24146dc2f798ce6973309cc2e5fc378b82057c35c9ab2
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\BUILD-C3-A2-STREAM-HASH-CLOSURE.ps1,Historical installation/migration procedure,.ai-os/reports/archive-estate current master index,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,9115f32db65acc724c97fd575f9db2d6638324c5d750e46fb72156b25d3d3c4f
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\BUILD-C3-EXECUTION-PACK-CENTRAL-DIRECTORY-INDEX.ps1,Historical installation/migration procedure,.ai-os/reports/archive-estate current master index,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,687f4478d114d77e9b8a8332c596c48c99532c09351511605d91ffe25ebf8813
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\check-authenticated-evidence-decision.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,c66227069bb08eeaac4e4fa64d7f8813df4073065b45a0c23e078dfbf63c4b3c
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\check-evidence-api-runtime.ps1,Historical installation/migration procedure,greenlines_brain/evidence.py + RAIOS/V9/evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,4e69c6b73b937a4bedba38ba33d76ce1dd48d18a760b5de7b650590eaf4c1041
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMMIT-E3-REPAIR-CLOSURES-001-006.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,4be559801a594fe44d7147cca16eb8de2fbc1e1462949dbf1cf820d210e8eaa8
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-DD-001-ADVERSARIAL-FIXTURE-AND-VERIFY.ps1,Historical installation/migration procedure,tests/a2a + governed security gates,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,feec05881ee0d92389b4925c9f81265be26b53a11ad6c3e894dd0a653fdc4755
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-DD-002-TYPESCRIPT-GUARD-AND-VERIFY.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,17979b243c42750e18d0368d1e081e616994609d74716ef78759b972afec4b1e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-DD-003-PRISMA-GENERATE-AND-VERIFY.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,116d95149e7f182c6e30341d84ee9bb978e7aecaae191ee4a8db5c42b147876e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-DD-005-SIGNED-ACTOR-FIX-AND-VERIFY.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,cc2a90950ccf8660f802270122434bd6c2ecbd12a2bfe47a1d9a38c115ab834f
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-E6-TRADE-CORRIDOR-GET-AUTHORIZATION.ps1,Historical installation/migration procedure,src/raios/factory_fabric/trade_corridor.py,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,4013899b234aff820a078bf4ae76aea1bdef1d7cc60cc241a0962a5f65ad06a1
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\COMPLETE-E6-WORKFLOW-NUMERIC-TYPE-GUARD.ps1,Historical installation/migration procedure,canonical/lib/workflowEngine.ts + lib/intelligence/workflow-governance.ts,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,79bd95028829affc3df6698a8140dc3fa0a1a74facd72e8355ec6565fedbaf6a
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\DELETE-LEGACY-POST-STAGING-APPROVED-DERIVED-CANDIDATES.ps1,Historical installation/migration procedure,current canonical source and global-estate convergence evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,c77068062b5d08b4d3c58f1550d96831e9404ea47e6beaf7e878015e32e4668e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\DELETE-LEGACY-ZERO-BYTE-FILES-WITH-MANIFEST.ps1,Historical installation/migration procedure,current canonical source and global-estate convergence evidence,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,3a27793264082eaac1aaffbcfd8254f93a61f9ec372e9a1ff0fdf8acb329fe51
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\DELETE-REDUNDANT-RAW-HISTORICAL-TAR-WAVE-01.ps1,Historical installation/migration procedure,"Current canonical source, tests, and evidence estate",Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,564f17d959fe48fed830c3d372254405e4a151f445c8ec51fb4a276803895cc2
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ARCHIVE-REPORT-RETENTION-POLICY.md,"Evidence, inventory, or historical decision context","Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,091784cd55a275ef6dce8eb37f2ec3e4aa7b4b4401f39d62367a322c84804b72
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ASSET-DECISION-PROOF.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,2ddc03819e1a40c1fee045ee054ff37cf5dd6c8e775bf9e12202cedac74b2b5d
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ASSET-RETIREMENT-ANALYSIS.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,fd168c9a502795535bea31d2a80eefc2b0ffd53d2f34f5654854003b92cb1c74
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-BRAIN-SAFETY-INVARIANT.md,Cognitive/brain capability,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,00c2fd1d869aa2e1aff840f223cd2fdcc6566ab940b5d0dc95746d636544d7e1
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-BUSINESS-ASSET-RECOVERY-LINEAGE-CORRECTION.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,080efeb8fd1651ebb4a2a1b716e1513bf5b4cede72085d5a7b53fe0d30843c52
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-BUSINESS-ASSET-RECOVERY-PROOF.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,82582cb980cc4e3cf80ba71ec618be774bf7d6a499b09c591c9f38192f037f20
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-BUSINESS-DOMAIN-FAMILY-DECISION.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,b72548771f57f1f69b4a41df6357d3bbf8a32722a1a500ba2c0c589eddb7167e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CANONICAL-COMMAND-OWNERSHIP-PROOF.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,e5061ccbb72aa1dbf79babdb462f9e97f9285abb3e1cbd9b5587d4f80c7218ce
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CAPABILITY-REGISTRY-DISCOVERY.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,87b585f1eff12aea3b9499dba141fb6f3866418ce4b9f3ed46043d06d629c6ea
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CAPABILITY-REGISTRY-READOUT-2026-08-13.md,Documentation/configuration/reference,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,2ae4d6c6aafa0ec81fd4ca61a8c61f9d98c78a904b8d8752c79bd0da69a1b922
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CONSOLIDATION-ARCHIVE-PROOF.ps1,Historical installation/migration procedure,.ai-os/reports/archive-estate current master index,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,0836869cc74f0bdca3307a571cad2c31f14bb7b4d3eb4b217f2dd09c13315e20
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CONSOLIDATION-PROOF-READOUT-2026-08-13.md,Documentation/configuration/reference,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,dc6f017c0c606193174c8d9b24266fc56963b77b97236320ce6031bba5cda786
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CORRECT-EMPTY-LEGACY-CLI-CANDIDATE.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,e76647a3d9dffa17859a6b12eca3d5a57c1a2de60f45df0fa9c7126f0c52e3e3
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CREATE-CLOSURE-REPORT.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,7a7c010c003a8ea28728d51b7a6b91c2719d0a3047be624b4f15bc9015637063
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CREATE-CONTROLLED-COMMERCIAL-INTAKE-PACK.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,aa8bc7206f71247821db9212cc0db5d4bbf25b715d002012fed8ccad194fd506
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-CURRENT-CAPABILITY-PRIORITY-DECISION.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,225bbd5fb3f493658c68e5c76aaacdd13d31ff407957efa6a61f7d8fe3819c6e
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DD-003-GOVERNANCE-EXISTING-TRACE.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,dc6aa999f6f262e5e5403141d449beff597ac72d8769d274f8cb8e0a9d6b4850
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DD-004-KNOWLEDGE-EXISTING-TRACE.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,9d2ce6a9a914dfde839ff079d5a9a7f37db85d3e3fd782dd6c552d7bf4bcb744
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DECISION-SAFETY-CONTRACT-v1.json,Structured state/data/report material,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,0768e86de51a2b4fc71fd87cb78fc226628a63abc0e4a55c71bfcf1dcbc8f88c
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DECISION-SAFETY-CONTRACT-v1.md,Documentation/configuration/reference,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,bba0cac18cc49fa025e7775cb2f4b70b1d493a4bbebe3ba860e0d88b31024c87
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DEEP-COMMAND-AND-ARCHIVE-PROOF.ps1,Historical installation/migration procedure,.ai-os/reports/archive-estate current master index,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,f416270bf4ad01b11f1d9fab1a3963ec11bc4b49097c5b8f072935e176098378
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DEEP-TRACE-GATE-CLOSURE.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,93a2ee7709db6d99077cbdf61c874ff814a41ae67c01847052e8c02cd8509822
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DEEP-VERIFICATION-SYNTHESIS.ps1,Historical installation/migration procedure,canonical tests and current evidence reports,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,1bb981524436796a3881bf858a677ecd6dcf0b512ab4b9cc2bb4be6784fbbd41
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-DEVELOPMENT-DIAGNOSIS-BACKLOG.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,f2dd5f5c007709decc8f4338123ef7bf24fda99882af2dad1371b18434ae0c3f
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ENGINE-DECISION-LEDGER.md,Documentation/configuration/reference,"Current canonical source, tests, and evidence estate",Historical data/provenance only,NONE,HIGH,REFERENCE_ONLY,Non-runtime report/state material retained as evidence; generated/snapshot content is not promoted as canonical authority.,1339c5c140ddc2da9b91ede82cb579fe765fb150a5d8e0cfa4c6f49770b817fd
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ENGINE-TOOL-CONSOLIDATION-PROOF-v2.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,3c6fd8b8ef2620c71859e55fd5b8f98717c212aadacd81ae10352f5280a22fc2
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ENGINE-TOOL-CONSOLIDATION-PROOF-v3.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,0b317ab73d220913011d967c6c39ac5f6324b3acb76ba41ed8563e1d16807ab7
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ENGINE-TOOL-CONSOLIDATION-PROOF.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,1bf699719f6a9a6ed038881a608ba15807774b5c55aab2e8724ddb019402ad4c
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-ENGINE-TOOL-IDENTITY-CARDS.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,30a7976500b8fef85f8ae61073abd0b14661b04b2c4cca4087964b28553eb5db
C3_HISTORICAL_OUTPUTS,referenced-chatgpt-conversation-this-is-an\outputs\E3-EXCLUDED-ASSET-PRESERVATION-INVENTORY.ps1,Historical installation/migration procedure,current global-estate/archive evidence chain,Historical implementation rationale/procedure,NONE,HIGH,REFERENCE_ONLY,APPLY script is a historical mutation recipe; resulting capability/test surfaces are present canonically and script is not runtime authority.,aafc5db3616e79faaaec74c3f5a4df044795a58785941883a277c2f4cbb3bf76
